text,SDG1,SDG2,SDG3,SDG4,SDG5,SDG6,SDG7,SDG8,SDG9,SDG10,SDG11,SDG12,SDG13,SDG14,SDG15,SDG16,SDG17
"20 June 2019: Participants at the Sixth Meeting of the Sub-Regional Coordination Mechanism (SCRM) for North Africa agreed on a revised joint roadmap to support SDG implementation in 2019-2020, following on the creation of a draft roadmap in 2018. The SCRM is coordinated by the UN Economic Commission for Africa (UNECA). The SRCM also adopted a framework to implement and monitor progress on the roadmap.In March 2018, the Fifth SRCM for North Africaagreedon a draft joint regional roadmap to support implementation of the SDGs in Algeria, Egypt, Libya, Mauritania, Morocco, Sudan and Tunisia for 2018-2019. The draft roadmap focused on SDG 2 (zero hunger) and SDG 8 (decent work and economic growth), among other SDGs, and emphasized the importance of gender as a cross-cutting dimension. The draft aimed to improve regional actors’ understanding and implementation of the SDGs, and called for including the SDGs in public policies, building statistical capacity in the region, ensuring follow-up and review on SDG implementation, and seizing additional opportunities for South-South cooperation.The two-year roadmap covers employment, food security, climate change, regional integration, and reporting on the 2030 Agenda and Agenda 2063.UNECA’s Office for North Africa organized the Sixth SRCM meeting, which convened from 18-19 June 2019. In his opening speech, Arab Maghreb Union (UMA) Secretary-General Taïeb Baccouche said the coordination mechanism has provided “a foundation that can be progressively improved and operationalized to develop synergies” and improve the effectiveness of interventions. UNECA’s Lilia Hachem Naas underscored the importance of synergies in accelerating action to achieve the SDGs, highlighting a need for stronger information systems and innovative and strategic partnerships at all levels. Participants also supported partnerships with development banks and the private sector to mobilize financial resources in support of the SDGs.The revised roadmap for 2019-2020 covers five thematic areas: awareness raising, advocacy, monitoring and reporting on implementation of the 2030 Agenda and the African Union’s (AU) Agenda 2063; employment; food security; climate change; and regional integration, including implementation of the African Free Trade Area (AFTA). The framework for implementation and monitoring features detailed plans for each of the five thematic areas.Participants called for optimizing financial and human resources to facilitate implementation of the roadmap. [UNECA Press Release]",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"The 75th anniversary of the UN’s founding took place on 24 October, which is marked annually as UN Day. The UN Economic and Social Commission for Asia and the Pacific (ESCAP) used the occasion to launch the SDG Solutions Lab, being established with Mahidol University in Bangkok, Thailand.In astatement for the Day, UN Secretary-General Antonio Guterres reiterated his call for a global ceasefire in order to face the “common enemy” of COVID-19. He also addressed the climate emergency, calling for more countries and companies to pledge net zero emissions of greenhouse gases (GHGs) by 2050. Finally, he noted the “horrific rise in violence against women and girls” that has occurred during the pandemic. As sources of hope, Guterres said a “remarkable global collaboration” is underway for a safe, affordable, and accessible COVID‑19 vaccine, and that the SDGs provide the blueprint for the world to recover better.A one-hour commemorative event took place in the General Assembly Hall at UN headquarters. It featured a video performance by the Youth Poet Laureate and a panel discussion on the future of the UN, moderated by the UN Secretary-General’s Envoy on Youth, Jayathma Wickramanayake. [programme]Inremarks at the event, UN General Assembly (UNGA) President Volkan Bozkir highlighted “the unsung heroes of the UN system” who stand behind those on the front lines and make sure they can carry out their duties.The UN Regional Commissions organized events on the anniversary as well. The UN Economic Commission for Africa (UNECA)reportsthat Ethiopia-based UN staff, government officials, and civil society members gathered for a flag-raising ceremony. The UN Economic and Social Commission for Asia and the Pacific (ESCAP) and the Office of the UN Resident Coordinator in Thailandheld an eventfocused on the power of innovation and partnerships, especially among younger generations, in building a better future post COVID-19.ESCAP’s commemoration event also included the final part of a Regional Conversation Series on Building Back Better, featuring six young innovators from the region. ESCAP and Mahidol University also announced the SDG Solutions Lab, which is intended to bring together policymakers with SDG-related challenges and young innovators and entrepreneurs with ideas, to develop and implement innovative and technological solutions to accelerate progress on the SDGs. According to apress releasefrom Mahidol, the memorandum aims to accelerate technology and innovation for the SDGs by engaging with students, young innovators and entrepreneurs to address development challenges. It says the Lab aims to function as a start-up environment and a a platform for collaborative problem solving.In aguest articlefor IISD, ESCAP Executive Secretary Armida Salsiah Alisjahbana says young entrepreneurs’ voices and expertise are needed to solve social and environmental challenges while creating economic opportunities. She offers three actions to realize their transformative potential, saying that in many ways, it is young people who are carrying the mantle of the 2030 Agenda. [SDG Knowledge Hub coverage of UN’s 75th anniversary]",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"The UN Economic Commission for Europe (UNECE) has released guidance to help governments measure poverty in their countries by producing granular data to identify the most vulnerable or disadvantaged groups, who often experience the highest levels of poverty. Poverty eradication is the first Goal in the 2030 Agenda: SDG 1, “end poverty in all its forms everywhere.”The statistical guidance was launched on 13 January 2021, following a 2017 UNECE guide on poverty measurement. It is intended to support governments in managing the increased demands related to identifying those most often left behind. This entails producing indicators that are disaggregated along many dimensions. Theglobal indicatorsfor the targets of SDG 1 cover age, sex, employment status, geographic location (urban/rural), disability status, migratory status, and ethnicity, among others.UNECE notes that groups who are often underrepresented in surveys and other data sources include: people without a fixed address, undocumented migrants, people living in institutions (e.g. elder care homes, children’s homes, and prisons), and marginalized ethnic minority groups.The guide covers methodological improvements, including survey methods for populations living in institutions and hard-to-reach groups, but also stresses the need for changes beyond methodology. The authors call for “strong legal and policy processes to support statistical offices in producing disaggregated poverty measures, which cannot be achieved through methodological changes alone.” [Publication:Poverty measurement: Guide to data disaggregation] [UNECE press release]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6 September 2019: The UN Environment Programme (UNEP) and the Global Environment Facility (GEF) have published a book that aims to bring the “voices of land” restoration into the limelight and inspire partnerships that can deliver at scale. Success stories from Ecuador, Georgia, Jordan, Kenya, Madagascar and Viet Nam presented in the publication reflect how local and global collaboration to achieve land degradation neutrality (LDN) can effectively contribute to restoring the quarter of the planet’s land that is degraded.The book titled, ‘Voices From the Land: Restoring Soil and Enriching Lives,’ highlights the impact of land degradation on the well-being of over three billion people, representing almost half of the world’s population who are directly affected by it. Through the stories of people “who decided to fight back rather than become another statistic tracking poverty, conflict or forced migration,” as Ibrahim Thiaw, Executive Secretary, UN Convention to Combat Desertification (UNCCD), writes in the introduction, the publication reveals the cost-effective results that can be achieved locally and scaled up globally “when the right partners come together.”Sustainably managing degraded land globally could save between USD 4.3 trillion and USD 20.2 trillion annually.The book specifically focuses on multi-stakeholder projects that, among other partners, include UNEP and GEF, capturing six stories on:Balancing climate, conflict and community in Kenya;Ranching and restoration in Ecuador;Fighting erosion in Madagascar;Restoring fortune to the fields of Georgia;Sustainable tea production in Viet Nam; andCommunity land management in Jordan.Showcasing smallholders like Khatmah who are working with the International Union for Conservation of Nature (IUCN) to restore traditional rangeland management in Jordan and Egypt, or tea growers like Thanh who are working with the Rainforest Alliance to restore natural soil fertility in Viet Nam, China, India and Sri Lanka, the publication makes the case for investing in the stewardship of land as an effective way to create opportunities for much wider sustainable development.In the joint introduction, Inger Andersen, Executive Director, UNEP, and Naoko Ishii, CEO and Chairperson, GEF, mention that efforts to restore the two billion hectares of degraded land globally have “enormous potential” to increase productivity, sequester carbon and preserve biodiversity, while boosting employment in rural areas, strengthening economies and creating opportunities for some of the most vulnerable categories of population. They note that restoring and sustainably managing degraded land globally could save between USD 4.3 trillion and USD 20.2 trillion annually through the provision of ecosystem services alone. To that end, Andersen and Ishii highlight the importance of facilitating partnerships that build capacities and link local will to global knowledge. [Publication:Voices From the Land: Restoring Soil and Enriching Lives] [UNEP Publication Landing Page] [GEF Publication Landing Page]",1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"The Stockholm Environment Institute (SEI) has released the results of a study assessing the influence of environmental SDG targets on other SDGs. The study, which was undertaken at the EU level, finds that many more “promoting” than “restricting” interactions exist between the SDGs, and some of the environmental targets are important promoters of progress towards other targets and Goals.The European Environment Agency (EEA) commissioned the study, with the resultsreleasedon 29 October 2019, in the SEI report titled, ‘SDGs and the Environment in the EU: A Systems View to Improve Coherence.’ Written by Nina Weitz, Henrik Carlsen, Kristian Skånberg, Adis Dzebo and Vincent Viaud, the study is based on the SDG Synergies approach, a semi-quantitative approach developed by SEI researchers.The report finds that in the EU, the two environmental targets that seem to have the strongest synergistic potential for SDG progress are: SDG target 13.1 (strengthen resilience and adaptive capacity to climate-related disasters); and SDG target 12.4 (responsible management of chemicals and waste). While SDG target 13.1 could restrict progress on SDG 8 (decent work and economic growth), it would promote progress on other Goals and targets, particularly SDG target 14.2 (sustainably manage and protect marine and coastal ecosystems), and SDG 16 (peace, justice and strong institutions).The authors also note that progress on four SDGs – Goal 8 (decent work and economic growth), Goal 9 (industry, innovation and infrastructure), Goal 10 (reduced inequalities) and Goal 11 (sustainable cities and communities) – could make it more difficult to achieve SDG target 12.4.The study finds eight environment-related targets that collectively promote progress on all the other SDGs, to varying degrees. In addition to the SDG targets noted above, these are:SDG target 12.2 (sustainable management and use of natural resources);SDG target 13.2 (integrate climate change measures into policies and planning);SDG target 14.4 (sustainable fishing);SDG target 15.1 (conserve and restore terrestrial and freshwater ecosystems); andSDG target 15.5 (protect biodiversity and natural habitats).However, the collective influence of the eight targets could also be “restrictive” on seven Goals: SDG 1 (no poverty), SDG 2 (zero hunger), SDG 7 (affordable and clean energy), SDG 8, SDG 9, SDG 10 and SDG 11.The authors of the report point to several previous studies exploring the integrated nature of the SDGs. Per the 2030 Agenda, the SDGs and their targets are integrated and indivisible, and provide balanced representation of the three dimensions of sustainable development. The 2030 Agenda also notes the “crucial importance” of the interlinkages and integrated nature of the SDGs to ensure the Agenda’s realization. [Publication:SDGs and the Environment in the EU: A Systems View to Improve Coherence]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20 September 2019: The UN Development Programme (UNDP) has announced initiatives to help countries achieve universal health coverage (UHC), through policies and programmes focused on equity and human rights. Efforts relate to: reducing inequalities and exclusion; strengthening effective and inclusive governance; and building resilient and sustainable systems for health.On 24 September 2019, UN Member Statesadoptedthe first-ever global declaration on UHC, during a high-level meeting in New York, US. The political declaration seeks to enable an additional one billion people to access health services by 2023. UNDP is one of 12 global organizations cooperating with the World Health Organization (WHO) to help countries meet this commitment.In a 16-pageissue brief, UNDP points to evidence that the insufficient pace of progress towards UHC is imposing significant costs on lower- and middle-income countries, and pushing almost 100 million people into extreme poverty every year due to out-of-pocket health costs. On inequalities and exclusion, UNDP’s work focuses on eliminating sexual and gender-based violence, promoting gender equality in national HIV and other health programmes, and improving access to HIV and health services for women, girls and excluded groups, including lesbian, gay, bisexual, transgender and intersex (LGBTI) populations.On governance, UNDP is working with judges, parliamentarians and law enforcement personnel to increase sensitivity to HIV and health issues, and to implement the recommendations of the Global Commission on HIV and the Law. UNDP is also supporting governments to control marketing of tobacco, alcohol and snack foods high in sugar, salt and trans fats, including through imposing taxes on sales of such items. The Programme cites calculations that the increased taxation of tobacco, alcohol and sugary beverages could avert 50 million deaths and raise USD20.5 trillion in tax revenue over 20 years. UNDP is also working on partnerships to make “micro health insurance” available to some of the poorest populations, so that they will have access to health services when they need it.On health systems, UNDP is building capacity within countries for: financial and risk management, procurement of health commodities, monitoring and evaluation, introduction of digital systems, and policy management. This includes working in fragile states to integrate health into conflict and disaster recovery efforts.The issue brief provides several examples of large-scale, systemic responses to UHC challenges, including UNDP’s “solar for health” initiative to ensure stable electricity supply to hospitals, and the establishment of a multi-stakeholder alliance to promote anti-corruption, transparency and accountability measures in health systems.UHC is part of SDG 3 (good health and wellbeing); SDG target 3.8 expresses commitment to UHC through financial risk protection, access to quality essential healthcare services, and access to essential medicines and vaccines. [Publication:Issue Brief: Universal Health Care for Sustainable Development]",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The UN Economic Commission for Europe (UNECE) released guidance to help national statistical offices (NSOs) with the production of leading, composite and sentiment (LCS) indicators to better measure economic and social well-being and trends. The document provides a typology of indicators as well as country examples to inspire NSOs to develop and communicate LCS indicators.According to the ‘Guidelines on producing leading, composite and sentiment indicators’ released on 7 November 2019, leading indicators are constructed based on one or several individual indicators that together have a leading property compared to a chosen reference series, such as gross domestic product (GDP).The SDGs include several LCS indicators, including sentiment indicators on food insecurity and perceived security.Composite indicators seek to measure multi-dimensional phenomena by combining individual indicators into a single measure using statistical methods. Sentiment indicators reflect the attitudes, perceptions or expectations of groups of respondents and tend to be based on qualitative surveys that ask opinions on past, present or future developments. The type of information collected through LCS indicators has not traditionally been covered by NSOs, but demand for them has increased in the last decade to support policymaking.According to the Guidelines, some LCS indicators “will fully serve their purpose only once they are internationally comparable,” and such indicators will be useful in relation to the SDGs. Several SDG indicators, for example, are LCS indicators, including sentiment indicators on the Food Insecurity Experience Scale (SDG indicator 2.1.2) and perceived security (SDG indicator 16.1.4).UNECE’s guidance document provides a structured decision-making process based on the Principles of Official Statistics for NSOs to use when deciding whether to engage in producing LCS indicators. Key steps are: engaging with users and stakeholders; analyzing possible strengths, weaknesses, opportunities and threats (SWOT); and considering the opportunities and challenges of LCS indicators. Strengths to consider include the advantages of NSOs compared to other organizations in producing LCS indicators, including statistical and methodological expertise, and general trust in NSOs as providers of high-quality and impartial statistics.In addition, the Guidelines share practical guidance on how to produce and communicate LCS indicators. They recommend incorporating communication at the beginning of the statistical production process to maximize user engagement and value and ensure that LCS indicator design best reflects user needs and expertise. The Guidance also addresses indicators’ relevance, accuracy and reliability, coherence and comparability, accessibility and clarity, and timeliness and punctuality.An international Task Force established by the Conference of European Statistics (CES) in 2016 worked to develop the Guidelines. The Task Force includes representatives from Denmark, France, Hungary, Israel, Mexico, the Netherlands, Sweden, Turkey, Eurostat, the UN Statistical Division and independent experts. The CES endorsed the Guidelines in June 2019. [UNECE Press Release] [Publication Webpage] [Publication:Guidelines on producing leading, composite and sentiment indicators]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The Global Forest Observations Initiative (GFOI), which supports the coordination of international support to developing countries on forest monitoring and greenhouse gas (GHG) accounting, has announced the launch of a new portal. The Food and Agricultural Organization of the UN (FAO) refers to the portal as a “one-stop shop” for information on more than 400 forest monitoring activities in 70 developing countries across Africa, Asia and the Pacific, Latin America and the Caribbean.TheGFOI Inventory of Activitiesoffers users the opportunity to search for information by country or region, by type of forest monitoring activities, and by donors. GFOI activities fall into five categories including (1) facilitating country-led assessments of forest monitoring needs and gaps; (2) harmonized work planning to address country-identified priorities; and (3) collaborative implementation of forest monitoring support; (4) fostering a diverse network of experts and practitioners to support developing countries in a targeted and cohesive manner; and (5) facilitating information sharing between partners to avoid duplication and overlap.The portal is meant to help stakeholders identify gaps, share resources, avoid overlaps and explore opportunities for new partnerships in the development of National Forest Monitoring Systems. It is also meant to support reporting on progress towards the SDGs, the Paris Agreement on climate change, and other development goals and priorities.Australia, Germany, Norway, the United Kingdom, the United States’ SilvaCarbon Programme, the International Committee on Earth Observation Satellites (CEOS), the European Space Agency (ESA), FAO and the World Bank partnered to design and populate the portal. The platform will be maintained by the GFOI Office, hosted by FAO, with funding from Australia and Norway. [FAO Press Release]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The Global Commission on Adaptation (GCA) has released a call to action to bring about a climate-resilient recovery from the COVID-19 global pandemic, which urges governments to leverage COVID-19-related stimulus packages to invest in climate resilience.The Commission recommends that governments and organizations integrate climate resilience into all decisions and invest in innovative solutions to address both the pandemic and the climate crisis. The Commission emphasizes that adaptation investments deliver higher returns while preempting the destructive impact of future shocks. The Call to Action laments that most countries have not incorporated climate resilience into the USD 10 trillion of public funds thus far invested in pandemic crisis relief, and warns that resulting debt may restrict governments’ ability to address future climate resilience needs. The Commission also warns that the pandemic has the potential to drive 100 million more people into extreme poverty by the end of 2020, and calls on governments and donors to direct recovery aid to the world’s most vulnerable.The Commission calls on world leaders to respond to the pandemic by accelerating progress in seven areas, and articulates opportunities to do so, which, it states, “align with and support internationally agreed frameworks” such as the 2030 Agenda for Sustainable Development, the Paris Agreement on climate change, and the Sendai Framework on Disaster Risk Reduction (DRR), “while prioritizing an equitable and resilient recovery.” The seven areas are: locally led adaptation; urban resilience; water resources management; shock-responsive social safety nets; food security; nature-based solutions; and disaster prevention.In addition to former UN Secretary-General Ban Ki-moon, World Bank CEO Kristalina Georgieva, and Bill and Melinda Gates Foundation co-founder Bill Gates, who co-chair the Global Commission, some of the notable signatories include UNFCCC Executive Secretary Patricia Espinosa, UN Environment Programme (UNEP) Executive Director Inger Andersen, Global Environment Facility (GEF) CEO and Chairperson Naoko Ishii, and World Resources Institute (WRI) President and CEO Andrew Steer.The GCA was launched in 2018 with the mandate to encourage the development of measures to manage the effects of climate change through technology, planning, and investment. The GCA 17 convening countries and 28 commissioners represent all sectors of the globe and all sectors of development and industry. The Commission will report on progress towards advancing action in the seven areas at the January 2021 Climate Adaptation Summit in the Netherlands, and will carry its recommendations forward at COP 26 in Glasgow, UK. [Call to Action for a Climate-Resilient Recovery from COVID-19] [UNFCCC Press Release] [Global Commission on Adaptation Website]",1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"At the first part of the 26th annual session of the International Seabed Authority (ISA-26), the ISA Council’s substantive discussions focused on the draft regulations for the exploitation of mineral resources in the Area (the draft exploitation regulations). “The Area” is defined as the seabed and subsoil beyond the limits of national jurisdiction, and its “resources” as all solid, liquid, or gaseous mineral resourcesin situin the Area at or beneath the seabed.Once the regulations are concluded, they will govern future activities in the Area. Negotiators are striving to ensure the regulations provide environmental protection while balancing stakeholders’ interests.During the ISA-26 talks, which took place from 17-21 February 2020, in Kingston, Jamaica, delegates also engaged in discussions over new proposals on regional environmental management plans (REMPs), which ISA Secretary-General Michael Lodge described as “one of the most important work streams of the ISA over the last two years.” Furthermore, they discussed the financial model for mineral exploitation in the Area, agreeing to convene a fourth meeting of the Open-Ended Working Group (OEWG) to further this work.TheEarth Negotiations Bulletinsummaryof the meeting notes that delegates were reminded that the self-imposed deadline for completing the exploitation regulations is 2020, which has put the ISA Council “under pressure to agree on a mining code. Further, while the commercial viability of exploitation of minerals from the deep sea depends on many factors, from technology to mineral prices, contractors and sponsoring states are eager for the clarity that a regulatory code would provide.” At the same time, some members and observers have stressed the need for marine scientific research and adequate stakeholder engagement, to ensure environmental protection and conservation.The second part of the Council session is scheduled to take place in July 2020. [Earth Negotiations Bulletin coverage of ISA-26]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"23 September 2019: Described as the first financial sector-led initiative aimed at addressing climate resilience challenges, the Coalition for Climate Resilient Investment (CCRI) was launched on the margins of the UN Secretary-General’s Climate Action Summit. The Coalition’s goal is to develop and pilot the first framework for pricing physical climate risks in infrastructure investing.According to CDP (formerly Carbon Disclosure Project), companies are estimating a potential USD 250 billion in lost assets because of climate change, while USD 1 trillion is said to be at risk over the next five years, with the financial services industry accounting for 80% of that exposure.The Coalition’s objective is to limit the estimated loss of USD 1 trillion that is at risk over the next five years by addressing the “real systemic failure” of markets around the world to factor in physical climate-related risks into investment decisions. Building on the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD), CCRI targets an estimated USD 90 trillion that is earmarked globally for infrastructure up to 2030, of which about 70% is expected to go to low- and middle-income countries (LMICs) whose societies and economies are typically more exposed to climate risks. The Coalition will specifically work with climate-vulnerable countries to attract investment in climate-resilient infrastructure.CCRI is chaired by John Haley, CEO of Willis Towers Watson, and brings together over 30 finance and investment organizations with more than USD 8 trillion in assets under management, to develop practical solutions to advance climate change resilience. It receives support from, among others, the World Economic Forum (WEF), the Governments of the UK and Jamaica, and the Global Commission on Adaptation (GCA).A related initiative launched at the Climate Action Summit, the InsuResilience Global Partnership, seeks to shield vulnerable populations from the economic burden of climate impacts by ensuring that 500 million poor and vulnerable people worldwide are covered against climate shocks by prearranged risk finance by 2025. The initiative is funded by the Governments of Germany and the UK, with the private insurance industry committing up to USD 5 billion of risk capacity until 2025. [Climate Action Summit Press Release] [World Economic Forum Press Release] [Willis Towers Watson Press Release] [SDG Knowledge Hub News Story on InsuResilience Global Partnership] [SDG Knowledge Hub Story on GCA Year of Action] [SDG Knowledge Hub Story on Climate Action Summit]",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"The IISD has published a policy brief on the role of finance and technology in achieving sustainable development. The brief warns that while the world has enough money to fund sustainable development, there is a financing gap and a persistent digital divide to achieve the SDGs.The brief, authored by Elena Kosolapova, argues that “technology, finance, and capacity building, together with inclusive and equitable globalization and trade, regional integration, and enabling environments” can help address climate change, biodiversity loss, growing inequalities, poverty, and hunger, among other challenges. It acknowledges that without transferring technological and financial resources to developing countries, the world cannot achieve the SDGs and the Paris Agreement on climate change.The brief traces the history of sustainable development finance since the UN Conference on the Human Environment in 1972, and outlines the current global regulatory landscape for financing sustainable development and climate action, including the Addis Ababa Action Agenda (AAAA) and the Paris Agreement.According to the brief, “financing remains a major bottleneck”— a challenge exacerbated by “slow growth, high debt, growing trade restrictions, increasing environmental shocks, and the impacts of the COVID-19 pandemic.” It argues the world could bridge the financing gap to achieve the SDGs, estimated at between USD 2.5 and USD 3 trillion per year, if about 3% of global gross domestic product (GDP) went to sustainable development. However, “‘substantial backsliding in key action areas’ has been observed,” the brief warns, including a drop in official development assistance (ODA) of 4.3% in 2018, and a decrease in ODA to least developed countries (LDCs) of 2.2% in real terms. The brief notes that “developed countries’ pledge of raising USD 100 billion per year in climate finance has also proven difficult to achieve.”The brief outlines “persistent gaps” between developed and developing countries’ access to and use of existing technologies, and points to “a persistent digital divide.” Recognizing technologies’ potential to “promote sustainable development and leave no one behind,” the brief cautions about possible risks that could compromise achievement of the SDGs, such as exacerbated inequalities and job loss, and recommends any tradeoffs be addressed.Improved alignment between development cooperation and climate action, the brief argues, “can help ensure development financing activities do not undermine sustainable development,” which, it says, can be achieved though leadership, renewed commitment, political will, and global partnership.The brief was published as part of the ‘Still Only One Earth’ series, which assesses “the successes and shortcomings of five decades of global environmental policy,” focusing on climate action,sustainable energy,wildlife trade, andbiodiversity, among other issues. [Publication:Harnessing the Power of Finance and Technology to Deliver Sustainable Development]",1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"Out of the 156 Nationally Determined Contributions (NDCs) submitted to date, 135 countries mention renewables. However, most of these are underutilizing the potential of renewables to raise their ambition according to the International Renewable Energy Agency (IRENA). A joint event with the UN Development Programme (UNDP) on the sidelines of UNFCCC COP 25 emphasized that the energy transition is achievable if renewable energy becomes an integral part of countries’ climate pledges.The discussion on 11 December 2019 explored opportunities to strengthen renewable targets in the post-2020 NDCs to achieve multiple benefits, including decarbonizing energy use, and simultaneously achieve multiple SDGs. IRENA has reported that eliminating fossil fuel subsidies could generate the bulk of USD 1.7 trillion required annually until 2030, and accelerate renewables’ deployment to limit global warming to 1.5 degrees Celsius.The event also launched anIRENA reporttitled, ‘NDCs in 2020: Advancing Renewables in the Power Sector and Beyond,’ which estimates that renewable deployment would have to accelerate six-fold by 2030 if the world is to achieve the goal of cutting global carbon emissions by 45% and keep temperatures below 1.5 degrees above pre-industrial levels.The report also finds that:More extensive renewable power deployment, amounting to 7.7 TW (or 3.3 times current global capacity), could be achieved cost-effectively and would bring considerable socio-economic benefits.Existing NDC power targets “overlook 59% of the potential for renewable electricity deployment in line with the Paris Agreement by 2030,” and even fall increasingly short of national strategies and plans. Aligning the next round of NDCs closely to existing national plans could increase global renewable power capacity to 5.2 TW (or 2.2 times current global capacity) by 2030.To date, only 85 countries included unconditional renewable power pledges in their current NDCs, compared to 135 with non-NDC domestic renewable power targets (either national or sub-national).NDCs thus far do not reflect the actual growth of renewable power, with global capacity growing by 8.6% per year since 2015.Implementing current NDCs would only translate into annual capacity growth of 4% for 2015–2030, even though annual renewable power growth already averaged 5.9% in 2010–2014. With current deployment trends, the 3.2 TW foreseen in current NDC power targets for 2030 could be reached by 2022.The report emphasizes that power sector decarbonization alone will not suffice to meet Paris Agreement objectives. The authors call for a profound transformation through the adoption of renewables and energy efficiency measures, as well as increased electrification of end uses.The two agencies also showcased support available to countries, including: the IRENA-UNDP global campaign#ItsPossible, which engages policymakers and investors to join a push for renewables; andClimate Promise, a UNDP-led initiative to support 100 countries to accelerate the enhancement of national climate pledges by 2020, with IRENA providing technical support to accelerate countries’ energy transitions. [IRENA Press Release] [Publication:NDCs in 2020: Advancing Renewables in the Power Sector and Beyond]",0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
"3 September 2019: President Emmanuel Macron of France has signed a letter of intent committing US$65 million dollars to support forest conservation and conserve peatlands in the Republic of the Congo. The commitment is part of the Central African Forest Initiative (CAFI), of which France holds the Presidency for in 2019.According to the Congo Basin Forest Partnership (CBFP), the Republic of the Congo’s forests cover 23.9 million hectares. The country’s peatlands, which were discovered in 2017, can play a critically important role in addressing climate change and maintaining biodiversity. The Republic of Congo’s vision is to maintain a low deforestation rate while diversifying its economy. In 2018, a ministerial decree restricted agro-industrial exploitation to savannah areas, as part of the country’s broader efforts to promote sustainable forest and peatland management and to contribute towards sustainable development and efforts to combat climate change.The letter of intent establishes a long-term partnership to implement the Investment Plan of the Republic of Congo’s national REDD+ Strategy under CAFI. The agreement identifies an opportunity to address biodiversity loss and climate change and work towards the achievement of the SDGs, including SDG 1 (no poverty) and SDG 8 (decent work and economic growth), through strengthened international cooperation on conserving the Republic of Congo’s forests. Under the agreement, the Republic of Congo commits to avoid conversion of over 20,000 hectares of forest annually and to implement measures to improve forest governance, including tackling illegal logging. The agreement will also support the protection of peatlands by prohibiting their drainage and drying.France, Norway and the European Union (EU) will contribute US$45 million to the agreement. In addition, the French Development Agency (AFD), the UK Department for International Development (DFID) and the German Federal Ministry of the Environment (BMU) will contribute US$45 million.This Letter of Intent with the Republic of Congo is the third signed between CAFI and its partner countries. CAFI signed a Letter of Intent with the Democratic Republic of Congo in 2016 and with Gabon in 2017. CAFI supports national investment frameworks based on Reducing Emission from Deforestation and Degradation (REDD+) and focuses on six high forest cover countries in the Central Africa Region. The UNDP Multi-Partner Trust Fund Office (MPTF) manages CAFI, with UN agencies, the World Bank and other development partners acting as implementing agencies to support the partner countries. [CBFP Press Release]",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"The UN Human Rights Committee has issued its first ruling on a request for asylum from the effects of climate change. The request came from a Kiribati citizen who had taken refuge in New Zealand, but in 2015 his asylum application was denied and he was deported to Kiribati.TheHuman Rights Committeeincludes 18 independent human rights experts from around the world, and it serves to monitor the adherence of States parties to theInternational Covenant on Civil and Political Rights(ICCPR).Ioane Teitiota’s case argued that Kiribati had become uninhabitable for all residents because of the rise in sea level and other climate change effects, leading to violent land disputes, saltwater contamination of the freshwater supply, and resulting difficulty in subsistence farming.In a ruling issued on 7 January 2020, the body found that countries may not deport individuals facing “climate change-induced conditions that violate the right to life.” The Committee states that the ruling “sets forth new standards that could facilitate the success of future climate change-related asylum claims,” and individuals can seek protection from both sudden-onset and slow-onset processes related to climate change. They do not need to prove that they would face imminent harm in their countries.The Committee writes that it accepts Teitiota’s claim that sea-level rise is likely to render Kiribati uninhabitable within ten or 15 years. However, there is time for “intervening acts” by the Kiribati government with assistance from the international community to protect and/or relocate its population. Indeed, the Committee recognizes that the Republic of Kiribati is taking adaptive measures to reduce its vulnerability and built its resilience to climate change-related harms. [Human Rights Committee ruling] [OHCHR press release]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
